bucket,bucket_trips,min_sup,rank,support,length_km,subroute
morning_peak,271960,136,73,222,3.625,8939220f6abffff>8939220f6afffff>8939220f0dbffff>8939220f0cbffff>8939220f0cfffff>8939220f057ffff>8939220f00bffff>8939220f073ffff>8939220f063ffff>8939220f067ffff>8939220f39bffff
morning_peak,271960,136,74,221,5.427,8939220f19bffff>8939220f567ffff>8939220f56fffff>8939220f563ffff>8939220f57bffff>8939220f547ffff>8939220f543ffff>8939220f55bffff>8939220f427ffff>8939220f423ffff>8939220f42bffff>8939220f477ffff>8939220f473ffff>8939220f447ffff>8939220f457ffff>8939220f453ffff
morning_peak,271960,136,75,220,4.366,8939220f0bbffff>8939220f0a3ffff>8939220f0afffff>8939220f1dbffff>8939220f1cbffff>8939220f153ffff>8939220f1cfffff>8939220f157ffff>8939220f147ffff>8939220f10bffff>8939220f10fffff>8939220f177ffff>8939220f12bffff
morning_peak,271960,136,76,220,3.267,8939220f023ffff>8939220f027ffff>8939220f037ffff>8939220f1cbffff>8939220f1dbffff>8939220f1d3ffff>8939220f56fffff>8939220f567ffff>8939220f52bffff>8939220f577ffff
morning_peak,271960,136,77,219,15.277,8939220e213ffff>8939220e28bffff>8939220e283ffff>8939220e293ffff>8939220e62fffff>8939220e627ffff>8939220e053ffff>8939220e0cbffff>8939220e0cfffff>8939220e0c7ffff>8939220e0cfffff>8939220e0c3ffff>8939220e0cbffff>8939220e0dbffff>8939220e6afffff>8939220e6a3ffff>8939220e6bbffff>8939220e687ffff>8939220e683ffff>8939220e693ffff>89392201967ffff>89392201977ffff>8939220190fffff>8939220190bffff>89392201957ffff>89392201953ffff>89392201827ffff>89392201823ffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff>89392200363ffff>89392200373ffff
morning_peak,271960,136,78,219,4.718,8939220f43bffff>8939220f423ffff>8939220f42bffff>8939220f42fffff>8939220f093ffff>8939220f083ffff>8939220f08fffff>8939220f013ffff>8939220f003ffff>8939220f00fffff>8939220f03bffff>8939220f077ffff>8939220f02bffff>8939220f02fffff
morning_peak,271960,136,79,219,4.379,89392201c97ffff>89392201c87ffff>89392201cbbffff>89392201ca3ffff>89392201cabffff>89392201cafffff>89392201c37ffff>89392201cafffff>89392201ca7ffff>8939220036bffff>89392200363ffff>89392200373ffff>8939220037bffff
morning_peak,271960,136,80,218,3.617,8939220f083ffff>8939220f097ffff>8939220f083ffff>8939220f09bffff>8939220f093ffff>8939220f467ffff>8939220f477ffff>8939220f473ffff>8939220f447ffff>8939220f457ffff>8939220f453ffff
morning_peak,271960,136,81,217,7.969,89392201a73ffff>89392201a77ffff>89392201a67ffff>89392201a2bffff>89392201a2fffff>89392201b5bffff>89392201b53ffff>89392201b57ffff>89392201b47ffff>89392201b73ffff>89392201b7bffff>89392201b63ffff>89392201b6fffff>89392201b67ffff>8939220f59bffff>8939220f593ffff>8939220f583ffff>8939220f597ffff>8939220e64bffff>8939220e64fffff>8939220e67bffff>8939220e663ffff>8939220e66fffff
morning_peak,271960,136,82,217,7.223,8939220f44fffff>8939220f47bffff>8939220f447ffff>8939220f457ffff>8939220f40bffff>8939220f41bffff>8939220f40bffff>8939220f403ffff>8939220f407ffff>8939220f4abffff>8939220f4afffff>8939220f5dbffff>8939220f5c3ffff>8939220f5c7ffff>8939220f513ffff>8939220f517ffff>8939220f5abffff>8939220f533ffff>8939220f523ffff>8939220f527ffff>8939220e253ffff
morning_peak,271960,136,83,217,6.571,8939220c697ffff>8939220c45bffff>8939220c443ffff>8939220c457ffff>8939220c41bffff>8939220c40bffff>8939220c403ffff>8939220c40fffff>8939220c43bffff>8939220c42bffff>8939220c093ffff>8939220c097ffff>8939220c083ffff>8939220c08fffff>8939220c013ffff>8939220c003ffff>8939220c00fffff>8939220c077ffff>8939220c067ffff
morning_peak,271960,136,84,217,5.857,8939220f55bffff>8939220f427ffff>8939220f423ffff>8939220f43bffff>8939220f407ffff>8939220f417ffff>8939220f48fffff>8939220f483ffff>8939220f493ffff>89392201a2bffff>89392201a3bffff>89392201a07ffff>89392201a17ffff>89392201a8fffff>89392201a87ffff>8939220184bffff>89392201843ffff
morning_peak,271960,136,85,217,3.615,8939220f69bffff>8939220f68bffff>8939220f68fffff>8939220f617ffff>8939220f6abffff>8939220f6afffff>8939220f0dbffff>8939220f0cbffff>8939220f0cfffff>8939220f057ffff>8939220f00bffff
morning_peak,271960,136,86,216,10.923,8939220c683ffff>8939220c693ffff>8939220c697ffff>8939220f12fffff>8939220f127ffff>8939220f123ffff>8939220f137ffff>8939220c4dbffff>8939220c4d3ffff>8939220e26bffff>8939220e27bffff>8939220e24fffff>8939220e247ffff>8939220e243ffff>8939220e257ffff>8939220e2cfffff>8939220e21bffff>8939220e2c7ffff>8939220e28bffff>8939220e283ffff>8939220e293ffff>8939220e62fffff>8939220e627ffff>8939220e053ffff>8939220e0cbffff>8939220e0cfffff>8939220e0c7ffff>8939220e0cfffff>8939220e0c3ffff>8939220e0cbffff>8939220e0dbffff
morning_peak,271960,136,87,216,4.734,8939220f02bffff>8939220f02fffff>8939220f023ffff>8939220f027ffff>8939220f037ffff>8939220f1cbffff>8939220f1dbffff>8939220f1cbffff>8939220f1c3ffff>8939220f1cfffff>8939220f1c3ffff>8939220f1c7ffff>8939220f1d7ffff>8939220f19bffff
morning_peak,271960,136,88,216,4.713,8939220f083ffff>8939220f097ffff>8939220f083ffff>8939220f093ffff>8939220f467ffff>8939220f477ffff>8939220f473ffff>8939220f447ffff>8939220f457ffff>8939220f453ffff>8939220f4cbffff>8939220a937ffff>8939220a9afffff>8939220a9abffff
morning_peak,271960,136,89,215,6.53,89392201a73ffff>89392201a77ffff>89392201a67ffff>89392201a2bffff>8939220f493ffff>8939220f483ffff>8939220f48fffff>8939220f417ffff>8939220f407ffff>8939220f4abffff>8939220f4afffff>8939220f5dbffff>8939220f5c3ffff>8939220f5c7ffff>8939220f513ffff>8939220f517ffff>8939220f5abffff>8939220f533ffff>8939220f523ffff
morning_peak,271960,136,90,215,5.486,8939220f03bffff>8939220f007ffff>8939220f00fffff>8939220f003ffff>8939220f013ffff>8939220f08bffff>8939220f0c7ffff>8939220f0d7ffff>8939220f0c3ffff>8939220f0d3ffff>8939220f6a7ffff>8939220f6b7ffff>8939220f47bffff>8939220f447ffff>8939220f457ffff>8939220f40bffff
morning_peak,271960,136,91,215,4.71,8939220f02fffff>8939220f027ffff>8939220f023ffff>8939220f03bffff>8939220f00fffff>8939220f003ffff>8939220f013ffff>8939220f08bffff>8939220f0d7ffff>8939220f0d3ffff>8939220f46fffff>8939220f467ffff>8939220f477ffff>8939220f473ffff
morning_peak,271960,136,92,215,3.627,8939220f167ffff>8939220f12bffff>8939220f177ffff>8939220f163ffff>8939220f17bffff>8939220f14fffff>8939220f143ffff>8939220f14bffff>8939220f15bffff>8939220f14bffff>8939220f397ffff
morning_peak,271960,136,93,214,5.854,8939220f43bffff>8939220f407ffff>8939220f417ffff>8939220f48fffff>8939220f483ffff>8939220f493ffff>89392201a2bffff>89392201a3bffff>89392201a07ffff>89392201a17ffff>89392201a8fffff>89392201a87ffff>8939220184bffff>89392201843ffff>89392201847ffff>89392201873ffff>8939220180fffff
morning_peak,271960,136,94,214,5.451,89392201a2bffff>8939220f493ffff>8939220f483ffff>8939220f48fffff>8939220f417ffff>8939220f407ffff>8939220f43bffff>8939220f423ffff>8939220f42bffff>8939220f42fffff>8939220f55bffff>8939220f543ffff>8939220f54fffff>8939220f57bffff>8939220f563ffff>8939220f56fffff
morning_peak,271960,136,95,214,3.976,8939220f067ffff>8939220f393ffff>8939220f383ffff>8939220f387ffff>8939220f3b3ffff>8939220f3a3ffff>8939220f3a7ffff>8939220c6d3ffff>8939220f16fffff>8939220c69bffff>8939220c68bffff>8939220c683ffff
morning_peak,271960,136,96,213,12.07,8939220f43bffff>8939220f407ffff>8939220f417ffff>8939220f48fffff>8939220f483ffff>8939220f493ffff>89392201a2bffff>89392201a3bffff>89392201a07ffff>89392201a17ffff>89392201a8fffff>89392201a87ffff>8939220184bffff>8939220184fffff>89392201843ffff>89392201847ffff>89392201873ffff>8939220180fffff>89392201877ffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff>89392200363ffff>89392200373ffff
morning_peak,271960,136,97,213,6.186,89392201c27ffff>89392201d53ffff>89392201d5bffff>89392201d43ffff>89392201d4bffff>893922018b3ffff>893922018a3ffff>893922018abffff>89392201833ffff>8939220183bffff>8939220180fffff>89392201873ffff>8939220180bffff>89392201847ffff>89392201843ffff>8939220184bffff>89392201a87ffff>89392201a8fffff
morning_peak,271960,136,98,213,3.638,8939220f553ffff>8939220f543ffff>8939220f55bffff>8939220f54bffff>8939220f087ffff>8939220f0b3ffff>8939220f0bbffff>8939220f0abffff>8939220f017ffff>8939220f003ffff>8939220f00fffff
morning_peak,271960,136,99,212,7.223,8939220f453ffff>8939220f457ffff>8939220f447ffff>8939220f457ffff>8939220f40bffff>8939220f41bffff>8939220f40bffff>8939220f403ffff>8939220f407ffff>8939220f4abffff>8939220f4afffff>8939220f5dbffff>8939220f5c3ffff>8939220f5c7ffff>8939220f513ffff>8939220f517ffff>8939220f5abffff>8939220f533ffff>8939220f523ffff>8939220f527ffff>8939220e253ffff
morning_peak,271960,136,100,212,3.254,89392201b4bffff>8939220f487ffff>8939220f4b3ffff>8939220f4bbffff>8939220f4a3ffff>8939220f4abffff>8939220f4afffff>8939220f433ffff>8939220f437ffff>8939220f423ffff
midday,506599,253,1,818,4.012,8939220f477ffff>8939220f473ffff>8939220f477ffff>8939220f43bffff>8939220f407ffff>8939220f417ffff>8939220f48fffff>8939220f483ffff>8939220f493ffff>89392201a2bffff>89392201a2fffff>89392201a23ffff
midday,506599,253,2,678,3.638,8939220f397ffff>8939220f15bffff>8939220f027ffff>8939220f023ffff>8939220f03bffff>8939220f00fffff>8939220f003ffff>8939220f013ffff>8939220f08fffff>8939220f083ffff>8939220f097ffff
midday,506599,253,3,620,5.807,8939220f167ffff>8939220f12bffff>8939220f167ffff>8939220c69bffff>8939220c683ffff>8939220c68bffff>8939220c69bffff>8939220f16fffff>8939220c6d3ffff>8939220f3a7ffff>8939220f3a3ffff>8939220f3b3ffff>8939220f387ffff>8939220f397ffff>8939220f383ffff>8939220f393ffff>8939220f067ffff
midday,506599,253,4,594,3.99,8939220f6b3ffff>8939220f6bbffff>8939220f6abffff>8939220f6afffff>8939220f0dbffff>8939220f0cbffff>8939220f0cfffff>8939220f057ffff>8939220f00bffff>8939220f073ffff>8939220f063ffff>8939220f067ffff
midday,506599,253,5,592,6.136,8939220f027ffff>8939220f023ffff>8939220f03bffff>8939220f00fffff>8939220f003ffff>8939220f013ffff>8939220f08bffff>8939220f0d7ffff>8939220f0d3ffff>8939220f46bffff>8939220f6b7ffff>8939220f6b3ffff>8939220f687ffff>8939220f683ffff>8939220f69bffff>8939220a96fffff>8939220a963ffff>8939220a973ffff
midday,506599,253,6,570,3.976,8939220f523ffff>8939220f527ffff>8939220e253ffff>8939220e257ffff>8939220e243ffff>8939220e247ffff>8939220e24fffff>8939220e27bffff>8939220e273ffff>8939220e20fffff>8939220e207ffff>8939220e2abffff
midday,506599,253,7,531,3.609,8939220f477ffff>8939220f473ffff>8939220f447ffff>8939220f457ffff>8939220f453ffff>8939220a927ffff>8939220a923ffff>8939220a92bffff>8939220a93bffff>8939220a977ffff>8939220a973ffff
midday,506599,253,8,517,3.243,8939220f54fffff>8939220f57bffff>8939220f563ffff>8939220f56fffff>8939220f19bffff>8939220f18bffff>8939220f18fffff>8939220f1bbffff>8939220f1b3ffff>8939220f1b7ffff
midday,506599,253,9,487,3.278,8939220f563ffff>8939220f56fffff>8939220f1d3ffff>8939220f1dbffff>8939220f037ffff>8939220f027ffff>8939220f023ffff>8939220f02fffff>8939220f393ffff>8939220f397ffff
midday,506599,253,10,485,4.335,8939220a973ffff>8939220a977ffff>8939220a93bffff>8939220a92bffff>8939220a923ffff>8939220a927ffff>8939220f453ffff>8939220f457ffff>8939220f447ffff>8939220f473ffff>8939220f477ffff>8939220f467ffff>8939220f093ffff
midday,506599,253,11,479,4.366,8939220f0bbffff>8939220f0a3ffff>8939220f0afffff>8939220f1dbffff>8939220f1cbffff>8939220f153ffff>8939220f1cfffff>8939220f157ffff>8939220f147ffff>8939220f10bffff>8939220f10fffff>8939220f177ffff>8939220f12bffff
midday,506599,253,12,479,3.268,8939220f067ffff>8939220f063ffff>8939220f073ffff>8939220f00bffff>8939220f057ffff>8939220f0cfffff>8939220f0cbffff>8939220f0dbffff>8939220f6afffff>8939220f6a3ffff
midday,506599,253,13,475,6.155,8939220abb7ffff>8939220a96bffff>8939220f6d3ffff>8939220f6d7ffff>8939220f68bffff>8939220f613ffff>8939220f68fffff>8939220f617ffff>8939220f6abffff>8939220f6afffff>8939220f0dbffff>8939220f0cbffff>8939220f0cfffff>8939220f057ffff>8939220f00bffff>8939220f073ffff>8939220f063ffff>8939220f067ffff
midday,506599,253,14,474,5.394,8939220e2d3ffff>8939220f5a7ffff>8939220f5afffff>8939220f537ffff>8939220f533ffff>8939220f5abffff>8939220f517ffff>8939220f513ffff>8939220f5c7ffff>8939220f5c3ffff>8939220f5dbffff>8939220f4afffff>8939220f4abffff>8939220f407ffff>8939220f403ffff>8939220f41bffff
midday,506599,253,15,462,5.442,8939220f067ffff>8939220f393ffff>8939220f383ffff>8939220f397ffff>8939220f387ffff>8939220f3b3ffff>8939220f3a3ffff>8939220f3a7ffff>8939220c6d3ffff>8939220f16fffff>8939220c69bffff>8939220c68bffff>8939220c683ffff>8939220c69bffff>8939220f167ffff>8939220f12bffff
midday,506599,253,16,460,11.707,8939220f407ffff>8939220f417ffff>8939220f48fffff>8939220f483ffff>8939220f493ffff>89392201a2bffff>89392201a3bffff>89392201a07ffff>89392201a17ffff>89392201a8fffff>89392201a87ffff>8939220184bffff>8939220184fffff>89392201847ffff>89392201873ffff>8939220180fffff>89392201877ffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff>89392200363ffff>89392200373ffff>8939220037bffff
midday,506599,253,17,460,4.715,8939220f507ffff>8939220f517ffff>8939220f513ffff>8939220f5c7ffff>8939220f5c3ffff>8939220f5dbffff>8939220f4afffff>8939220f4abffff>8939220f407ffff>8939220f417ffff>8939220f48fffff>8939220f483ffff>8939220f493ffff>89392201a2bffff
midday,506599,253,18,459,5.04,8939220f423ffff>8939220f43bffff>8939220f407ffff>8939220f4abffff>8939220f4afffff>8939220f5dbffff>8939220f5c3ffff>8939220f5c7ffff>8939220f513ffff>8939220f517ffff>8939220f5abffff>8939220f533ffff>8939220f523ffff>8939220f527ffff>8939220e253ffff
midday,506599,253,19,459,3.609,8939220f013ffff>8939220f003ffff>8939220f00fffff>8939220f03bffff>8939220f077ffff>8939220f02bffff>8939220f02fffff>8939220f393ffff>8939220f397ffff>8939220f14bffff>8939220f397ffff
midday,506599,253,20,454,6.484,8939220f47bffff>8939220f447ffff>8939220f457ffff>8939220f40bffff>8939220f403ffff>8939220f407ffff>8939220f4abffff>8939220f4afffff>8939220f5dbffff>8939220f5c3ffff>8939220f5c7ffff>8939220f513ffff>8939220f517ffff>8939220f5abffff>8939220f533ffff>8939220f537ffff>8939220f523ffff>8939220f527ffff>8939220e253ffff
midday,506599,253,21,452,5.116,8939220f47bffff>8939220f447ffff>8939220f457ffff>8939220f40bffff>8939220f41bffff>8939220f40bffff>8939220f403ffff>8939220f407ffff>8939220f417ffff>8939220f48fffff>8939220f483ffff>8939220f493ffff>89392201a2bffff>89392201a2fffff>89392201a23ffff
midday,506599,253,22,450,6.138,8939220f537ffff>8939220f533ffff>8939220f5abffff>8939220f517ffff>8939220f513ffff>8939220f5c7ffff>8939220f5c3ffff>8939220f5dbffff>8939220f4afffff>8939220f4abffff>8939220f407ffff>8939220f403ffff>8939220f40bffff>8939220f457ffff>8939220f447ffff>8939220f47bffff>8939220f6b7ffff>8939220f6a7ffff
midday,506599,253,23,448,6.844,8939220f1b3ffff>8939220f1b7ffff>8939220e24fffff>8939220e27bffff>8939220e247ffff>8939220e243ffff>8939220e257ffff>8939220e253ffff>8939220f527ffff>8939220f523ffff>8939220f533ffff>8939220f5abffff>8939220f517ffff>8939220f513ffff>8939220f5c7ffff>8939220f5c3ffff>8939220f5dbffff>8939220f4afffff>8939220f4abffff>8939220f407ffff
midday,506599,253,24,448,5.811,8939220f027ffff>8939220f023ffff>8939220f03bffff>8939220f00fffff>8939220f003ffff>8939220f013ffff>8939220f08bffff>8939220f0c7ffff>8939220f0d7ffff>8939220f0c3ffff>8939220f0dbffff>8939220f6afffff>8939220f6a7ffff>8939220f0dbffff>8939220f637ffff>8939220f627ffff>8939220f623ffff
midday,506599,253,25,447,3.262,8939220f423ffff>8939220f42fffff>8939220f55bffff>8939220f543ffff>8939220f54fffff>8939220f57bffff>8939220f563ffff>8939220f56fffff>8939220f1d3ffff>8939220f1dbffff
midday,506599,253,26,446,8.328,8939220c697ffff>8939220f12fffff>8939220f127ffff>8939220f123ffff>8939220f137ffff>8939220c4dbffff>8939220c4d3ffff>8939220e26bffff>8939220e27bffff>8939220e247ffff>8939220e243ffff>8939220e253ffff>8939220f527ffff>8939220f523ffff>8939220f533ffff>8939220f5abffff>8939220f517ffff>8939220f513ffff>8939220f5c7ffff>8939220f5c3ffff>8939220f5dbffff>8939220f4afffff>8939220f4abffff>8939220f407ffff
midday,506599,253,27,446,5.849,8939220f083ffff>8939220f097ffff>8939220f55bffff>8939220f427ffff>8939220f423ffff>8939220f43bffff>8939220f407ffff>8939220f417ffff>8939220f48fffff>8939220f483ffff>8939220f493ffff>89392201a2bffff>89392201a3bffff>89392201a07ffff>89392201a17ffff>89392201a8fffff>89392201a8bffff
midday,506599,253,28,444,7.256,8939220f167ffff>8939220f12bffff>8939220f167ffff>8939220c69bffff>8939220c683ffff>8939220c697ffff>8939220f12fffff>8939220f127ffff>8939220f123ffff>8939220f137ffff>8939220c4dbffff>8939220c4d3ffff>8939220e26bffff>8939220e27bffff>8939220e24fffff>8939220e247ffff>8939220e243ffff>8939220e257ffff>8939220e253ffff>8939220f527ffff>8939220f523ffff
midday,506599,253,29,442,3.98,8939220f027ffff>8939220f023ffff>8939220f03bffff>8939220f00fffff>8939220f003ffff>8939220f013ffff>8939220f08bffff>8939220f0d7ffff>8939220f0d3ffff>8939220f46bffff>8939220f6b7ffff>8939220f6a3ffff
midday,506599,253,30,441,5.397,8939220e247ffff>8939220e243ffff>8939220e253ffff>8939220f527ffff>8939220f537ffff>8939220f533ffff>8939220f5abffff>8939220f517ffff>8939220f513ffff>8939220f5c7ffff>8939220f5c3ffff>8939220f5dbffff>8939220f4afffff>8939220f4abffff>8939220f407ffff>8939220f403ffff
midday,506599,253,31,440,3.626,8939220f467ffff>8939220f477ffff>8939220f473ffff>8939220f447ffff>8939220f457ffff>8939220f453ffff>8939220f4cbffff>8939220a937ffff>8939220a9afffff>8939220a9abffff>8939220a9bbffff
midday,506599,253,32,439,4.364,8939220f007ffff>8939220f00fffff>8939220f003ffff>8939220f013ffff>8939220f08bffff>8939220f0d7ffff>8939220f0d3ffff>8939220f46fffff>8939220f467ffff>8939220f477ffff>8939220f473ffff>8939220f447ffff>8939220f457ffff
midday,506599,253,33,439,3.981,8939220f537ffff>8939220f523ffff>8939220f527ffff>8939220e253ffff>8939220e257ffff>8939220e243ffff>8939220e247ffff>8939220e24fffff>8939220e27bffff>8939220e26bffff>8939220c4d3ffff>8939220e26fffff
midday,506599,253,34,438,3.628,8939220f083ffff>8939220f08bffff>8939220f0c7ffff>8939220f013ffff>8939220f0c7ffff>8939220f0cfffff>8939220f057ffff>8939220f00bffff>8939220f073ffff>8939220f063ffff>8939220f067ffff
midday,506599,253,35,437,4.734,8939220f083ffff>8939220f097ffff>8939220f55bffff>8939220f427ffff>8939220f423ffff>8939220f43bffff>8939220f407ffff>8939220f417ffff>8939220f48fffff>8939220f483ffff>8939220f493ffff>89392201a2bffff>89392201a77ffff>89392201a73ffff
midday,506599,253,36,437,3.616,8939220e26fffff>8939220c4d3ffff>8939220e26bffff>8939220e27bffff>8939220e24fffff>8939220e247ffff>8939220e243ffff>8939220e257ffff>8939220e253ffff>8939220f527ffff>8939220f523ffff
midday,506599,253,37,436,6.893,8939220f19bffff>8939220f567ffff>8939220f52bffff>8939220f523ffff>8939220f537ffff>8939220f533ffff>8939220f5abffff>8939220f517ffff>8939220f513ffff>8939220f5c7ffff>8939220f5c3ffff>8939220f5dbffff>8939220f4afffff>8939220f4abffff>8939220f407ffff>8939220f417ffff>8939220f48fffff>8939220f483ffff>8939220f493ffff>89392201a2bffff
midday,506599,253,38,433,7.32,8939220f447ffff>8939220f47bffff>8939220f6b7ffff>8939220f6a7ffff>8939220f0dbffff>8939220f637ffff>8939220f627ffff>8939220f623ffff>8939220f637ffff>8939220f627ffff>8939220f05bffff>8939220f04bffff>8939220f2b3ffff>8939220f2a3ffff>8939220f2abffff>8939220f233ffff>8939220f23bffff>8939220f223ffff>8939220f22fffff>8939220f227ffff>8939220f237ffff
midday,506599,253,39,433,6.122,8939220e27bffff>8939220e247ffff>8939220e243ffff>8939220e253ffff>8939220f527ffff>8939220f523ffff>8939220f533ffff>8939220f5abffff>8939220f517ffff>8939220f513ffff>8939220f5c7ffff>8939220f5c3ffff>8939220f5dbffff>8939220f4afffff>8939220f4abffff>8939220f407ffff>8939220f403ffff>8939220f41bffff
midday,506599,253,40,432,3.273,8939220f03bffff>8939220f007ffff>8939220f017ffff>8939220f0abffff>8939220f0bbffff>8939220f0b3ffff>8939220f087ffff>8939220f54bffff>8939220f55bffff>8939220f543ffff
midday,506599,253,41,431,3.62,8939220a957ffff>8939220a947ffff>8939220a973ffff>8939220a977ffff>8939220a93bffff>8939220a92bffff>8939220a923ffff>8939220a927ffff>8939220f453ffff>8939220f457ffff>8939220f447ffff
midday,506599,253,42,429,7.198,8939220f1b3ffff>8939220f1b7ffff>8939220e24fffff>8939220e27bffff>8939220e247ffff>8939220e243ffff>8939220e257ffff>8939220e253ffff>8939220f527ffff>8939220f523ffff>8939220f537ffff>8939220f533ffff>8939220f5abffff>8939220f517ffff>8939220f513ffff>8939220f5c7ffff>8939220f5c3ffff>8939220f5dbffff>8939220f4afffff>8939220f4abffff>8939220f407ffff
midday,506599,253,43,429,4.745,8939220f083ffff>8939220f097ffff>8939220f55bffff>8939220f427ffff>8939220f423ffff>8939220f43bffff>8939220f407ffff>8939220f417ffff>8939220f48fffff>8939220f483ffff>8939220f493ffff>89392201a2bffff>89392201a2fffff>89392201a23ffff
midday,506599,253,44,428,6.164,8939220a957ffff>8939220a943ffff>8939220a94fffff>8939220abb7ffff>8939220a96bffff>8939220f6d3ffff>8939220f6d7ffff>8939220f68bffff>8939220f613ffff>8939220f68fffff>8939220f617ffff>8939220f6abffff>8939220f6afffff>8939220f0dbffff>8939220f0cbffff>8939220f0cfffff>8939220f057ffff>8939220f00bffff
midday,506599,253,45,427,6.186,89392201c27ffff>89392201d53ffff>89392201d5bffff>89392201d43ffff>89392201d4bffff>893922018b3ffff>893922018a3ffff>893922018abffff>89392201833ffff>8939220183bffff>8939220180fffff>89392201873ffff>8939220180bffff>89392201847ffff>89392201843ffff>8939220184bffff>89392201a87ffff>89392201a8fffff
midday,506599,253,46,427,3.63,8939220f5d7ffff>8939220f5c3ffff>8939220f5cfffff>8939220f553ffff>8939220f543ffff>8939220f55bffff>8939220f543ffff>8939220f54fffff>8939220f57bffff>8939220f563ffff>8939220f56fffff
midday,506599,253,47,424,5.408,8939220f567ffff>8939220f52bffff>8939220f523ffff>8939220f537ffff>8939220f533ffff>8939220f5abffff>8939220f517ffff>8939220f513ffff>8939220f5c7ffff>8939220f5c3ffff>8939220f5dbffff>8939220f4afffff>8939220f4abffff>8939220f407ffff>8939220f403ffff>8939220f40bffff
midday,506599,253,48,423,9.394,8939220c697ffff>8939220f12fffff>8939220f127ffff>8939220f123ffff>8939220f137ffff>8939220c4dbffff>8939220c4d3ffff>8939220e26bffff>8939220e27bffff>8939220e247ffff>8939220e243ffff>8939220e257ffff>8939220e253ffff>8939220f527ffff>8939220f523ffff>8939220f537ffff>8939220f533ffff>8939220f5abffff>8939220f517ffff>8939220f513ffff>8939220f5c7ffff>8939220f5c3ffff>8939220f5dbffff>8939220f4afffff>8939220f4abffff>8939220f407ffff>8939220f403ffff
midday,506599,253,49,423,6.838,8939220e27bffff>8939220e247ffff>8939220e243ffff>8939220e257ffff>8939220e253ffff>8939220f527ffff>8939220f523ffff>8939220f537ffff>8939220f533ffff>8939220f5abffff>8939220f517ffff>8939220f513ffff>8939220f5c7ffff>8939220f5c3ffff>8939220f5dbffff>8939220f4afffff>8939220f4abffff>8939220f407ffff>8939220f403ffff>8939220f40bffff
midday,506599,253,50,423,6.162,8939220c693ffff>8939220c683ffff>8939220c69bffff>8939220c68bffff>8939220c6c7ffff>8939220c6cfffff>8939220c653ffff>8939220c6cbffff>8939220f327ffff>8939220f323ffff>8939220f32bffff>8939220f377ffff>8939220f373ffff>8939220f347ffff>8939220f343ffff>8939220f35bffff>8939220d497ffff>8939220f22fffff
midday,506599,253,51,423,3.995,8939220f1cbffff>8939220f1cfffff>8939220f1c3ffff>8939220f1cbffff>8939220f1dbffff>8939220f0a7ffff>8939220f0a3ffff>8939220f0bbffff>8939220f087ffff>8939220f083ffff>8939220f097ffff>8939220f083ffff
midday,506599,253,52,420,5.11,89392201a73ffff>89392201a77ffff>89392201a67ffff>89392201a2bffff>8939220f493ffff>8939220f483ffff>8939220f48fffff>8939220f417ffff>8939220f407ffff>8939220f43bffff>8939220f423ffff>8939220f42bffff>8939220f42fffff>8939220f093ffff>8939220f083ffff
midday,506599,253,53,419,5.062,8939220f453ffff>8939220f457ffff>8939220f447ffff>8939220f473ffff>8939220f477ffff>8939220f467ffff>8939220f093ffff>8939220f083ffff>8939220f087ffff>8939220f08fffff>8939220f0bbffff>8939220f0a3ffff>8939220f0afffff>8939220f1dbffff>8939220f1cbffff
midday,506599,253,54,419,4.36,8939220e2abffff>8939220e207ffff>8939220e20fffff>8939220e273ffff>8939220e27bffff>8939220e24fffff>8939220f1b7ffff>8939220f1b3ffff>8939220f1bbffff>8939220f117ffff>8939220f103ffff>8939220f10bffff>8939220f157ffff
midday,506599,253,55,418,3.272,8939220c48fffff>8939220c487ffff>8939220c483ffff>8939220c497ffff>8939220e34bffff>8939220e35bffff>8939220e343ffff>8939220e353ffff>8939220e3cbffff>8939220e3dbffff
midday,506599,253,56,418,3.244,8939220f00fffff>8939220f03bffff>8939220f077ffff>8939220f02bffff>8939220f02fffff>8939220f023ffff>8939220f027ffff>8939220f037ffff>8939220f1cbffff>8939220f037ffff
midday,506599,253,57,417,10.132,8939220f167ffff>8939220c69bffff>8939220c683ffff>8939220c693ffff>8939220c697ffff>8939220f12fffff>8939220f127ffff>8939220f123ffff>8939220f137ffff>8939220c4dbffff>8939220c4d3ffff>8939220e26bffff>8939220e27bffff>8939220e24fffff>8939220e247ffff>8939220e243ffff>8939220e253ffff>8939220f527ffff>8939220f523ffff>8939220f533ffff>8939220f5abffff>8939220f517ffff>8939220f513ffff>8939220f5c7ffff>8939220f5c3ffff>8939220f5dbffff>8939220f4afffff>8939220f4abffff>8939220f407ffff
