min_len_km,rank,support,length_km,n_cells,cluster_size,members_with_run,subroute
5,9,19490,10.176,29,24,17,8939220e6afffff>8939220e6a3ffff>8939220e6bbffff>8939220e687ffff>8939220e683ffff>8939220e693ffff>89392201967ffff>89392201977ffff>8939220190fffff>8939220190bffff>89392201957ffff>89392201953ffff>89392201827ffff>89392201823ffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff>89392200363ffff>89392200373ffff
5,10,19490,10.176,29,389,308,8939220e6afffff>8939220e6a3ffff>8939220e6bbffff>8939220e687ffff>8939220e683ffff>8939220e693ffff>89392201967ffff>89392201977ffff>8939220190fffff>8939220190bffff>89392201957ffff>89392201953ffff>89392201827ffff>89392201823ffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff>89392200363ffff>89392200373ffff
5,11,19490,10.176,29,59,48,8939220e6afffff>8939220e6a3ffff>8939220e6bbffff>8939220e687ffff>8939220e683ffff>8939220e693ffff>89392201967ffff>89392201977ffff>8939220190fffff>8939220190bffff>89392201957ffff>89392201953ffff>89392201827ffff>89392201823ffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff>89392200363ffff>89392200373ffff
5,12,19490,10.176,29,12,8,8939220e6afffff>8939220e6a3ffff>8939220e6bbffff>8939220e687ffff>8939220e683ffff>8939220e693ffff>89392201967ffff>89392201977ffff>8939220190fffff>8939220190bffff>89392201957ffff>89392201953ffff>89392201827ffff>89392201823ffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff>89392200363ffff>89392200373ffff
5,13,19490,10.176,29,4,3,8939220e6afffff>8939220e6a3ffff>8939220e6bbffff>8939220e687ffff>8939220e683ffff>8939220e693ffff>89392201967ffff>89392201977ffff>8939220190fffff>8939220190bffff>89392201957ffff>89392201953ffff>89392201827ffff>89392201823ffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff>89392200363ffff>89392200373ffff
5,14,13856,6.578,19,51,39,89392201847ffff>89392201873ffff>8939220180fffff>89392201877ffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff>89392200363ffff>89392200373ffff
5,15,13856,6.578,19,10,8,89392201847ffff>89392201873ffff>8939220180fffff>89392201877ffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff>89392200363ffff>89392200373ffff
5,16,13856,6.578,19,210,132,89392201847ffff>89392201873ffff>8939220180fffff>89392201877ffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff>89392200363ffff>89392200373ffff
5,17,13856,6.578,19,7,5,89392201847ffff>89392201873ffff>8939220180fffff>89392201877ffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff>89392200363ffff>89392200373ffff
5,18,13856,6.578,19,7,6,89392201847ffff>89392201873ffff>8939220180fffff>89392201877ffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff>89392200363ffff>89392200373ffff
5,19,12285,5.491,16,3,2,8939220182bffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff>89392200363ffff>89392200373ffff
5,20,11334,5.859,17,7,5,8939220183bffff>8939220182bffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff>89392200363ffff>89392200373ffff
5,21,10338,7.631,22,4,4,8939220190fffff>8939220190bffff>89392201957ffff>89392201953ffff>89392201827ffff>89392201823ffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff>89392200363ffff>89392200373ffff>8939220037bffff
5,22,10227,6.544,19,4,4,8939220f533ffff>8939220f5abffff>8939220f517ffff>8939220f513ffff>8939220f5c7ffff>8939220f5c3ffff>8939220f5dbffff>8939220f4afffff>8939220f4abffff>8939220f407ffff>8939220f417ffff>8939220f48fffff>8939220f483ffff>8939220f493ffff>89392201a2bffff>89392201a3bffff>89392201a07ffff>89392201a17ffff>89392201a8fffff
5,23,9885,6.525,19,23,16,8939220f567ffff>8939220f52bffff>8939220f523ffff>8939220f537ffff>8939220f533ffff>8939220f5abffff>8939220f517ffff>8939220f513ffff>8939220f5c7ffff>8939220f5c3ffff>8939220f5dbffff>8939220f4afffff>8939220f4abffff>8939220f407ffff>8939220f417ffff>8939220f48fffff>8939220f483ffff>8939220f493ffff>89392201a2bffff
5,24,9056,5.748,17,5,3,8939220e247ffff>8939220e243ffff>8939220e257ffff>8939220e253ffff>8939220f527ffff>8939220f523ffff>8939220f537ffff>8939220f533ffff>8939220f5abffff>8939220f517ffff>8939220f513ffff>8939220f5c7ffff>8939220f5c3ffff>8939220f5dbffff>8939220f4afffff>8939220f4abffff>8939220f407ffff
5,25,8662,6.559,19,7,7,89392201b2fffff>89392201b23ffff>89392201b37ffff>89392201b33ffff>89392201bafffff>89392201ba7ffff>89392201bb7ffff>8939220196bffff>8939220197bffff>89392201973ffff>8939220190fffff>89392201903ffff>89392201907ffff>89392201917ffff>893922019bbffff>893922019b3ffff>89392200a4bffff>89392200a4fffff>89392200a43ffff
5,26,8617,5.45,16,86,57,8939220f167ffff>8939220c69bffff>8939220c683ffff>8939220c693ffff>8939220c697ffff>8939220f12fffff>8939220f127ffff>8939220f123ffff>8939220f137ffff>8939220c4dbffff>8939220c4d3ffff>8939220e26bffff>8939220e27bffff>8939220e24fffff>8939220e247ffff>8939220e243ffff
5,27,8617,5.45,16,17,11,8939220f167ffff>8939220c69bffff>8939220c683ffff>8939220c693ffff>8939220c697ffff>8939220f12fffff>8939220f127ffff>8939220f123ffff>8939220f137ffff>8939220c4dbffff>8939220c4d3ffff>8939220e26bffff>8939220e27bffff>8939220e24fffff>8939220e247ffff>8939220e243ffff
5,28,8058,6.938,20,24,21,89392201847ffff>89392201873ffff>8939220180fffff>8939220183bffff>8939220182bffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff>89392200363ffff>89392200373ffff
5,29,8058,6.938,20,25,18,89392201847ffff>89392201873ffff>8939220180fffff>8939220183bffff>8939220182bffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff>89392200363ffff>89392200373ffff
5,30,7311,5.113,15,13,8,8939220f0c3ffff>8939220f0d3ffff>8939220f6a7ffff>8939220f6b7ffff>8939220f47bffff>8939220f447ffff>8939220f457ffff>8939220f40bffff>8939220f403ffff>8939220f407ffff>8939220f417ffff>8939220f48fffff>8939220f483ffff>8939220f493ffff>89392201a2bffff
5,31,7147,6.516,19,11,8,8939220f1cbffff>8939220f1dbffff>8939220f1d3ffff>8939220f56fffff>8939220f567ffff>8939220f52bffff>8939220f523ffff>8939220f537ffff>8939220f533ffff>8939220f5abffff>8939220f517ffff>8939220f513ffff>8939220f5c7ffff>8939220f5c3ffff>8939220f5dbffff>8939220f4afffff>8939220f4abffff>8939220f407ffff>8939220f417ffff
5,32,7020,5.09,15,6,4,8939220f167ffff>8939220c69bffff>8939220c683ffff>8939220c697ffff>8939220f12fffff>8939220f127ffff>8939220f123ffff>8939220f137ffff>8939220c4dbffff>8939220c4d3ffff>8939220e26bffff>8939220e27bffff>8939220e24fffff>8939220e247ffff>8939220e243ffff
5,33,6860,6.116,18,24,16,8939220f407ffff>8939220f4abffff>8939220f4afffff>8939220f5dbffff>8939220f5c3ffff>8939220f5c7ffff>8939220f513ffff>8939220f517ffff>8939220f5abffff>8939220f533ffff>8939220f523ffff>8939220f527ffff>8939220e253ffff>8939220e257ffff>8939220e243ffff>8939220e247ffff>8939220e24fffff>8939220e27bffff
5,34,6584,6.901,20,31,21,8939220f533ffff>8939220f5abffff>8939220f517ffff>8939220f513ffff>8939220f5c7ffff>8939220f5c3ffff>8939220f5dbffff>8939220f4afffff>8939220f4abffff>8939220f407ffff>8939220f417ffff>8939220f48fffff>8939220f483ffff>8939220f493ffff>89392201a2bffff>89392201a3bffff>89392201a07ffff>89392201a17ffff>89392201a8fffff>89392201a8bffff
5,35,6431,5.436,16,4,3,8939220c697ffff>8939220f12fffff>8939220f127ffff>8939220f123ffff>8939220f137ffff>8939220c4dbffff>8939220c4d3ffff>8939220e26bffff>8939220e27bffff>8939220e24fffff>8939220e247ffff>8939220e243ffff>8939220e257ffff>8939220e253ffff>8939220f527ffff>8939220f523ffff
5,36,6101,6.214,18,33,23,8939220f0d7ffff>8939220f0c3ffff>8939220f0d3ffff>8939220f6a7ffff>8939220f6b7ffff>8939220f47bffff>8939220f447ffff>8939220f457ffff>8939220f40bffff>8939220f41bffff>8939220f40bffff>8939220f403ffff>8939220f407ffff>8939220f417ffff>8939220f48fffff>8939220f483ffff>8939220f493ffff>89392201a2bffff
5,37,6064,5.762,17,17,13,8939220e27bffff>8939220e247ffff>8939220e243ffff>8939220e257ffff>8939220e253ffff>8939220f527ffff>8939220f523ffff>8939220f533ffff>8939220f5abffff>8939220f517ffff>8939220f513ffff>8939220f5c7ffff>8939220f5c3ffff>8939220f5dbffff>8939220f4afffff>8939220f4abffff>8939220f407ffff
5,38,6064,5.762,17,3,3,8939220e27bffff>8939220e247ffff>8939220e243ffff>8939220e257ffff>8939220e253ffff>8939220f527ffff>8939220f523ffff>8939220f533ffff>8939220f5abffff>8939220f517ffff>8939220f513ffff>8939220f5c7ffff>8939220f5c3ffff>8939220f5dbffff>8939220f4afffff>8939220f4abffff>8939220f407ffff
5,39,5863,5.065,15,113,89,8939220f00fffff>8939220f003ffff>8939220f013ffff>8939220f08bffff>8939220f0d7ffff>8939220f0d3ffff>8939220f46bffff>8939220f6b7ffff>8939220f6b3ffff>8939220f687ffff>8939220f683ffff>8939220f69bffff>8939220a96fffff>8939220a963ffff>8939220a973ffff
5,40,5704,7.303,21,5,3,8939220184fffff>89392201847ffff>89392201873ffff>8939220180fffff>8939220183bffff>8939220182bffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff>89392200363ffff>89392200373ffff
5,41,5704,7.303,21,7,5,8939220184fffff>89392201847ffff>89392201873ffff>8939220180fffff>8939220183bffff>8939220182bffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff>89392200363ffff>89392200373ffff
5,42,5273,6.929,20,7,5,8939220f5c7ffff>8939220f58bffff>8939220f583ffff>8939220f593ffff>89392201b2fffff>89392201b23ffff>89392201b37ffff>89392201b33ffff>89392201bafffff>89392201ba7ffff>89392201bb7ffff>8939220196bffff>8939220197bffff>89392201973ffff>8939220190fffff>89392201903ffff>89392201907ffff>89392201917ffff>893922019bbffff>893922019b3ffff
5,43,5249,8.345,24,65,42,8939220f037ffff>8939220f1cbffff>8939220f1dbffff>8939220f1d3ffff>8939220f56fffff>8939220f567ffff>8939220f52bffff>8939220f523ffff>8939220f537ffff>8939220f533ffff>8939220f5abffff>8939220f517ffff>8939220f513ffff>8939220f5c7ffff>8939220f5c3ffff>8939220f5dbffff>8939220f4afffff>8939220f4abffff>8939220f407ffff>8939220f417ffff>8939220f48fffff>8939220f483ffff>8939220f493ffff>89392201a2bffff
5,44,5059,6.155,18,96,64,8939220f067ffff>8939220f063ffff>8939220f073ffff>8939220f00bffff>8939220f057ffff>8939220f0cfffff>8939220f0cbffff>8939220f0dbffff>8939220f6afffff>8939220f6abffff>8939220f617ffff>8939220f68fffff>8939220f613ffff>8939220f68bffff>8939220f6d7ffff>8939220f6d3ffff>8939220a96bffff>8939220abb7ffff
5,45,4893,6.936,20,5,3,89392201843ffff>89392201847ffff>89392201873ffff>8939220180fffff>89392201877ffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff>89392200363ffff>89392200373ffff
5,46,4818,6.18,18,3,2,8939220f167ffff>8939220f12bffff>8939220f167ffff>8939220c69bffff>8939220c683ffff>8939220c693ffff>8939220c697ffff>8939220f12fffff>8939220f127ffff>8939220f123ffff>8939220f137ffff>8939220c4dbffff>8939220c4d3ffff>8939220e26bffff>8939220e27bffff>8939220e24fffff>8939220e247ffff>8939220e243ffff
5,47,4763,6.119,18,15,10,8939220f403ffff>8939220f407ffff>8939220f4abffff>8939220f4afffff>8939220f5dbffff>8939220f5c3ffff>8939220f5c7ffff>8939220f513ffff>8939220f517ffff>8939220f5abffff>8939220f533ffff>8939220f523ffff>8939220f527ffff>8939220e253ffff>8939220e243ffff>8939220e247ffff>8939220e24fffff>8939220e27bffff
5,48,4546,6.95,20,5,3,8939220f0d7ffff>8939220f0c3ffff>8939220f0d3ffff>8939220f6a7ffff>8939220f6b7ffff>8939220f47bffff>8939220f447ffff>8939220f457ffff>8939220f40bffff>8939220f403ffff>8939220f407ffff>8939220f417ffff>8939220f48fffff>8939220f483ffff>8939220f493ffff>89392201a2bffff>89392201a3bffff>89392201a07ffff>89392201a17ffff>89392201a8fffff
5,49,4534,6.154,18,53,32,8939220e253ffff>8939220f527ffff>8939220f523ffff>8939220f533ffff>8939220f5abffff>8939220f517ffff>8939220f513ffff>8939220f5c7ffff>8939220f5c3ffff>8939220f5dbffff>8939220f4afffff>8939220f4abffff>8939220f407ffff>8939220f417ffff>8939220f48fffff>8939220f483ffff>8939220f493ffff>89392201a2bffff
5,50,4519,5.455,16,19,12,8939220f12bffff>8939220f167ffff>8939220c69bffff>8939220c683ffff>8939220c697ffff>8939220f12fffff>8939220f127ffff>8939220f123ffff>8939220f137ffff>8939220c4dbffff>8939220c4d3ffff>8939220e26bffff>8939220e27bffff>8939220e24fffff>8939220e247ffff>8939220e243ffff
5,51,4408,5.815,17,11,7,8939220f167ffff>8939220f12bffff>8939220f177ffff>8939220f163ffff>8939220f167ffff>8939220c69bffff>8939220c683ffff>8939220c693ffff>8939220c697ffff>8939220f12fffff>8939220f127ffff>8939220f123ffff>8939220f137ffff>8939220c4dbffff>8939220c4d3ffff>8939220e26bffff>8939220e27bffff
5,52,4408,5.815,17,3,2,8939220f167ffff>8939220f12bffff>8939220f177ffff>8939220f163ffff>8939220f167ffff>8939220c69bffff>8939220c683ffff>8939220c693ffff>8939220c697ffff>8939220f12fffff>8939220f127ffff>8939220f123ffff>8939220f137ffff>8939220c4dbffff>8939220c4d3ffff>8939220e26bffff>8939220e27bffff
5,53,4326,5.405,16,11,7,8939220f40bffff>8939220f403ffff>8939220f407ffff>8939220f4abffff>8939220f4afffff>8939220f5dbffff>8939220f5c3ffff>8939220f5c7ffff>8939220f513ffff>8939220f517ffff>8939220f5abffff>8939220f533ffff>8939220f523ffff>8939220f527ffff>8939220e253ffff>8939220e243ffff
5,54,4276,8.727,25,5,3,8939220f1d3ffff>8939220f56fffff>8939220f567ffff>8939220f52bffff>8939220f523ffff>8939220f537ffff>8939220f533ffff>8939220f5abffff>8939220f517ffff>8939220f513ffff>8939220f5c7ffff>8939220f5c3ffff>8939220f5dbffff>8939220f4afffff>8939220f4abffff>8939220f407ffff>8939220f417ffff>8939220f48fffff>8939220f483ffff>8939220f493ffff>89392201a2bffff>89392201a3bffff>89392201a07ffff>89392201a17ffff>89392201a8fffff
5,55,4202,5.46,16,3,2,8939220f12bffff>8939220f167ffff>8939220c69bffff>8939220c683ffff>8939220c693ffff>8939220c697ffff>8939220f12fffff>8939220f127ffff>8939220f123ffff>8939220f137ffff>8939220c4dbffff>8939220c4d3ffff>8939220e26bffff>8939220e27bffff>8939220e247ffff>8939220e243ffff
5,56,4096,5.787,17,5,3,8939220f533ffff>8939220f5abffff>8939220f517ffff>8939220f513ffff>8939220f5c7ffff>8939220f5c3ffff>8939220f5dbffff>8939220f4afffff>8939220f4abffff>8939220f407ffff>8939220f417ffff>8939220f48fffff>8939220f483ffff>8939220f493ffff>89392201a2bffff>89392201a77ffff>89392201a73ffff
5,57,4046,5.442,16,42,26,8939220f523ffff>8939220f527ffff>8939220e253ffff>8939220e243ffff>8939220e247ffff>8939220e24fffff>8939220e27bffff>8939220e26bffff>8939220c4d3ffff>8939220c4dbffff>8939220f137ffff>8939220f123ffff>8939220f12fffff>8939220f12bffff>8939220c693ffff>8939220f167ffff
5,58,3991,6.116,18,28,19,8939220e247ffff>8939220e243ffff>8939220e257ffff>8939220e253ffff>8939220f527ffff>8939220f523ffff>8939220f537ffff>8939220f533ffff>8939220f5abffff>8939220f517ffff>8939220f513ffff>8939220f5c7ffff>8939220f5c3ffff>8939220f5dbffff>8939220f4afffff>8939220f4abffff>8939220f407ffff>8939220f417ffff
5,59,3990,5.088,15,5,3,8939220f037ffff>8939220f1cbffff>8939220f1dbffff>8939220f1d3ffff>8939220f56fffff>8939220f567ffff>8939220f52bffff>8939220f523ffff>8939220f537ffff>8939220f533ffff>8939220f5abffff>8939220f517ffff>8939220f513ffff>8939220f58bffff>8939220f583ffff
5,60,3949,6.484,19,20,13,8939220f40bffff>8939220f403ffff>8939220f407ffff>8939220f4abffff>8939220f4afffff>8939220f5dbffff>8939220f5c3ffff>8939220f5c7ffff>8939220f513ffff>8939220f517ffff>8939220f5abffff>8939220f533ffff>8939220f523ffff>8939220f527ffff>8939220e253ffff>8939220e243ffff>8939220e247ffff>8939220e24fffff>8939220e27bffff
5,61,3941,5.027,15,10,6,8939220f533ffff>8939220f5abffff>8939220f517ffff>8939220f513ffff>8939220f5c7ffff>8939220f5c3ffff>8939220f5dbffff>8939220f4afffff>8939220f4abffff>8939220f407ffff>8939220f403ffff>8939220f41bffff>8939220f457ffff>8939220f453ffff>8939220a927ffff
5,62,3777,5.101,15,9,6,8939220f12bffff>8939220f167ffff>8939220c69bffff>8939220c683ffff>8939220c697ffff>8939220f12fffff>8939220f127ffff>8939220f123ffff>8939220f137ffff>8939220c4dbffff>8939220c4d3ffff>8939220e26bffff>8939220e27bffff>8939220e247ffff>8939220e243ffff
5,63,3727,5.439,16,46,28,8939220f523ffff>8939220f527ffff>8939220e253ffff>8939220e257ffff>8939220e243ffff>8939220e247ffff>8939220e24fffff>8939220e27bffff>8939220e26bffff>8939220c4d3ffff>8939220c4dbffff>8939220f137ffff>8939220f123ffff>8939220f12fffff>8939220f12bffff>8939220c693ffff
5,64,3686,5.042,15,16,11,8939220f567ffff>8939220f52bffff>8939220f523ffff>8939220f537ffff>8939220f533ffff>8939220f5abffff>8939220f517ffff>8939220f513ffff>8939220f5c7ffff>8939220f5c3ffff>8939220f5dbffff>8939220f4afffff>8939220f4abffff>8939220f407ffff>8939220f403ffff
5,65,3656,5.073,15,21,16,8939220f517ffff>8939220f513ffff>8939220f5c7ffff>8939220f5c3ffff>8939220f5dbffff>8939220f4afffff>8939220f4abffff>8939220f407ffff>8939220f417ffff>8939220f48fffff>8939220f483ffff>8939220f493ffff>89392201a2bffff>89392201a2fffff>89392201a23ffff
5,66,3591,5.796,17,105,64,8939220f523ffff>8939220f527ffff>8939220e253ffff>8939220e257ffff>8939220e243ffff>8939220e247ffff>8939220e24fffff>8939220e27bffff>8939220e26bffff>8939220c4d3ffff>8939220c4dbffff>8939220f137ffff>8939220f123ffff>8939220f12fffff>8939220f12bffff>8939220c693ffff>8939220f167ffff
5,67,3576,5.826,17,5,3,8939220f167ffff>8939220f12bffff>8939220f167ffff>8939220c69bffff>8939220c683ffff>8939220c693ffff>8939220c697ffff>8939220f12fffff>8939220f127ffff>8939220f123ffff>8939220f137ffff>8939220c4dbffff>8939220c4d3ffff>8939220e26bffff>8939220e27bffff>8939220e247ffff>8939220e243ffff
5,68,3551,5.073,15,14,9,8939220f6d7ffff>8939220f68bffff>8939220f613ffff>8939220f68fffff>8939220f617ffff>8939220f6abffff>8939220f6afffff>8939220f0dbffff>8939220f0cbffff>8939220f0cfffff>8939220f057ffff>8939220f00bffff>8939220f073ffff>8939220f063ffff>8939220f067ffff
5,69,3309,5.408,16,119,78,8939220a96fffff>8939220f69bffff>8939220f683ffff>8939220f687ffff>8939220f6b3ffff>8939220f6b7ffff>8939220f46bffff>8939220f0d3ffff>8939220f0d7ffff>8939220f08bffff>8939220f013ffff>8939220f003ffff>8939220f00fffff>8939220f03bffff>8939220f077ffff>8939220f02bffff
5,70,3300,5.492,16,11,7,8939220f083ffff>8939220f097ffff>8939220f55bffff>8939220f427ffff>8939220f423ffff>8939220f43bffff>8939220f407ffff>8939220f417ffff>8939220f48fffff>8939220f483ffff>8939220f493ffff>89392201a2bffff>89392201a3bffff>89392201a07ffff>89392201a17ffff>89392201a8fffff
5,71,3278,9.476,27,6,4,8939220c697ffff>8939220f12fffff>8939220f127ffff>8939220f123ffff>8939220f137ffff>8939220c4dbffff>8939220c4d3ffff>8939220e26bffff>8939220e27bffff>8939220e247ffff>8939220e243ffff>8939220e257ffff>8939220e2cfffff>8939220e21bffff>8939220e2c7ffff>8939220e28bffff>8939220e283ffff>8939220e293ffff>8939220e62fffff>8939220e627ffff>8939220e053ffff>8939220e0cbffff>8939220e0cfffff>8939220e0c7ffff>8939220e0cfffff>8939220e0c3ffff>8939220e0cbffff
5,72,3215,5.456,16,14,9,8939220f027ffff>8939220f037ffff>8939220f1cbffff>8939220f1dbffff>8939220f1d3ffff>8939220f56fffff>8939220f567ffff>8939220f52bffff>8939220f523ffff>8939220f537ffff>8939220f533ffff>8939220f5abffff>8939220f517ffff>8939220f513ffff>8939220f58bffff>8939220f583ffff
5,73,3206,5.797,17,7,5,8939220f533ffff>8939220f5abffff>8939220f517ffff>8939220f513ffff>8939220f5c7ffff>8939220f5c3ffff>8939220f5dbffff>8939220f4afffff>8939220f4abffff>8939220f407ffff>8939220f417ffff>8939220f48fffff>8939220f483ffff>8939220f493ffff>89392201a2bffff>89392201a2fffff>89392201a23ffff
5,74,3206,5.797,17,24,18,8939220f533ffff>8939220f5abffff>8939220f517ffff>8939220f513ffff>8939220f5c7ffff>8939220f5c3ffff>8939220f5dbffff>8939220f4afffff>8939220f4abffff>8939220f407ffff>8939220f417ffff>8939220f48fffff>8939220f483ffff>8939220f493ffff>89392201a2bffff>89392201a2fffff>89392201a23ffff
5,75,3081,6.579,19,17,11,8939220f013ffff>8939220f08bffff>8939220f0c7ffff>8939220f0d7ffff>8939220f0c3ffff>8939220f0d3ffff>8939220f6a7ffff>8939220f6b7ffff>8939220f47bffff>8939220f447ffff>8939220f457ffff>8939220f40bffff>8939220f403ffff>8939220f407ffff>8939220f417ffff>8939220f48fffff>8939220f483ffff>8939220f493ffff>89392201a2bffff
5,76,3080,6.174,18,4,3,8939220f167ffff>8939220c69bffff>8939220c683ffff>8939220c693ffff>8939220c697ffff>8939220f12fffff>8939220f127ffff>8939220f123ffff>8939220f137ffff>8939220c4dbffff>8939220c4d3ffff>8939220e26bffff>8939220e27bffff>8939220e24fffff>8939220e247ffff>8939220e243ffff>8939220e253ffff>8939220f527ffff
5,77,3028,6.838,20,10,6,8939220f40bffff>8939220f403ffff>8939220f407ffff>8939220f4abffff>8939220f4afffff>8939220f5dbffff>8939220f5c3ffff>8939220f5c7ffff>8939220f513ffff>8939220f517ffff>8939220f5abffff>8939220f533ffff>8939220f523ffff>8939220f527ffff>8939220e253ffff>8939220e257ffff>8939220e243ffff>8939220e247ffff>8939220e24fffff>8939220e27bffff
5,78,3009,9.844,28,3,2,8939220c697ffff>8939220f12fffff>8939220f127ffff>8939220f123ffff>8939220f137ffff>8939220c4dbffff>8939220c4d3ffff>8939220e26bffff>8939220e27bffff>8939220e247ffff>8939220e243ffff>8939220e257ffff>8939220e2cfffff>8939220e21bffff>8939220e2c7ffff>8939220e28bffff>8939220e283ffff>8939220e293ffff>8939220e62fffff>8939220e627ffff>8939220e053ffff>8939220e0cbffff>8939220e0cfffff>8939220e0c7ffff>8939220e0cfffff>8939220e0c3ffff>8939220e0cbffff>8939220e0dbffff
5,79,3002,5.391,16,6,5,8939220f40bffff>8939220f403ffff>8939220f407ffff>8939220f4abffff>8939220f4afffff>8939220f5dbffff>8939220f5c3ffff>8939220f5c7ffff>8939220f513ffff>8939220f517ffff>8939220f5abffff>8939220f533ffff>8939220f537ffff>8939220f523ffff>8939220f527ffff>8939220e253ffff
5,80,2971,11.629,33,12,9,89392201b2fffff>89392201b23ffff>89392201b37ffff>89392201b33ffff>89392201bafffff>89392201ba7ffff>89392201bb7ffff>8939220196bffff>8939220197bffff>89392201963ffff>89392201967ffff>89392201977ffff>8939220190fffff>8939220190bffff>89392201957ffff>89392201953ffff>89392201827ffff>89392201823ffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff>89392200363ffff>89392200373ffff
5,81,2937,7.318,21,6,4,8939220f0c7ffff>8939220f0d7ffff>8939220f0c3ffff>8939220f0d3ffff>8939220f6a7ffff>8939220f6b7ffff>8939220f47bffff>8939220f447ffff>8939220f457ffff>8939220f40bffff>8939220f403ffff>8939220f407ffff>8939220f417ffff>8939220f48fffff>8939220f483ffff>8939220f493ffff>89392201a2bffff>89392201a3bffff>89392201a07ffff>89392201a17ffff>89392201a8fffff
